x,y,z,von_mises_stress
137.43778492387236,-113.96760483374455,35.64820326468741,1.3922997e+07
87.13028943126795,-94.36001053740036,44.473778482363485,4.2132624e+07
-74.70975215440257,-61.124508296012095,13.70592696292979,5.9258788e+07
150.57909187512962,-43.62707958623304,44.28697087622875,3.591314e+07
92.95218386617807,-131.1876693276347,45.57553441824855,3.732618e+07
158.8314657362978,78.21015258892822,-2.9391256767057485,4.1540596e+07
127.40521653907723,135.12871312585895,46.94421188996774,6.0925484e+07
159.5537776852098,-32.67491882537939,-0.16058095741296086,5.649162e+06
70.58766577110663,-185.527754913986,5.453144783634636,1.2205057e+07
41.01629032565609,-99.73301016859955,9.726137968454294,9.255948e+06
-37.442769941538415,161.97657320558676,-3.68743589684604,7.922067e+06
-57.67621080043517,-191.96703630666912,38.034316239679626,9.794651e+06
-175.15229832757456,-3.4808345767848436,-3.0636231978262014,1.3578483e+07
60.72606877680022,-73.22214364722561,-2.5741039191666024,2.7724496e+07
69.73249962798815,128.7848839934187,31.69044440665062,3.463895e+07
-46.79415058662585,164.54335516710023,12.583072986679479,2.9053968e+07
102.68026718619632,64.6366305499443,-3.745591238035102,1.2367117e+07
53.17061263319965,124.33233491920402,41.10351424931881,2.829545e+07
-214.30407255313472,-13.448820395909962,-3.319889368909961,7.218181e+06
-172.43975106353588,-19.80700513443267,10.477031358796769,1.1129997e+07
-151.022907063832,102.14493306106897,11.588911524013582,2.7775882e+07
-78.08258498520382,-63.176292481612194,36.81396518791178,2.0279724e+07
-117.6812311565005,108.53106217800627,46.98421644665943,1.2804228e+07
23.986208904321785,-180.3709650468624,20.97691714976495,111364.53
-156.24787602151238,-92.99586200219035,5.7597303698993265,822827.3
-41.09190331797936,-178.2922449520299,-3.7748484709614734,73344.26
105.20210258293451,144.52678173640993,-3.3044738334173545,4.828424e+07
-2.347958905292842,-94.28486618347519,30.974759316482256,7.609406e+06
95.59619048836026,89.35812638653141,46.53206917620091,9.282638e+06
111.70122484028354,32.296456133464005,-3.3873674957015893,1.5119129e+07
200.93185448210386,-3.8654476036960546,30.964469407742243,265140.0
-177.3044383374995,33.54465031800146,2.2013008136573298,1.8193052e+07
-133.72953974324673,-108.99693922680102,3.4447087621738426,5.7431135e+06
-141.47778918225782,-8.031539168887576,45.50763109225563,4.39343e+07
-62.239302898440314,-57.68932131240214,24.039376537245523,2.3772018e+07
-168.03275132432782,-35.2599660390664,46.96933401926439,6.310322e+06
47.13784366768033,-128.59799188168543,-1.007974346161245,2.3750782e+07
188.6826703833982,-64.69510987999766,24.721328823452495,2.1608584e+07
-91.2985863381079,-22.737559832333204,20.990251219151137,4.0366516e+07
44.80756544583181,-134.18381004714945,45.702424117739895,6.2697715e+06
132.1966684220078,108.39797967642062,26.040425258188588,4.819635e+07
193.57504576623472,-53.10991515986353,30.687613351812566,1.5090544e+07
-77.46628046411445,-152.33329690517144,43.018091036573615,2.3387676e+07
23.286385488275158,160.24585078581742,2.8799966398220738,2.9438085e+06
131.3646967208764,108.86133782400441,10.802285116180371,2.2134424e+07
-20.84560561078726,-180.48124774522284,22.001948965890314,34079.258
-45.03223383433837,181.15010381594152,25.67395350189954,8.88431e+07
-52.06515297339189,-55.91778040846799,28.303201020468236,4.2740764e+07
88.88618088625685,-37.4072929567904,37.32625439979208,1.6448664e+07
-89.34131361003476,86.1883091638569,1.8022679052844817,8.765384e+07
70.58646793760374,-74.23175929908606,8.793635327226736,2.865254e+07
-77.97371711849004,-150.4906951752448,28.15738658623402,1.2543686e+07
107.22869266340814,63.17431046102689,-4.936295345200718,8.907933e+06
174.18985801794486,-74.46759433665491,-4.180709037442856,1.0353077e+07
-93.18794448437974,35.16263249721467,26.096268315058047,1.0355306e+07
87.71385975950892,46.126585363961,42.964501469089605,7.424677e+07
45.29523628503728,-83.28137223947638,12.396193697193127,2.994632e+06
-155.03656644830312,53.255091183790796,-0.6198449306530982,2.9461605e+06
78.34032513843431,74.26589251495153,24.06271941144341,2.455698e+07
96.75397557695783,159.65786441617672,36.54030183301172,7.0032335e+06
165.37492970219967,25.68167563902091,-0.5150070762264054,1.757161e+07
116.900232833232,-35.140948318325826,22.261175647792776,6.9503485e+06
140.42613246959576,-41.28467829131739,47.016661362543424,9.3904376e+07
-124.57906349087631,119.24695051547297,44.8224118009431,2.361356e+06
96.4980686967462,195.53778457853753,37.23730480070618,1.3089358e+06
37.563087237130276,108.56565449864837,-4.404396934467098,1.6290997e+07
-82.87398894774861,-111.44533664522011,19.907169004988752,4.9619916e+07
-36.30370706449315,-93.98963220380257,43.1695923202,4.074452e+07
18.402534932885914,126.74196085671844,28.776789797076077,4.065045e+07
53.57295896825951,88.26541462752186,47.19456514222037,6.498668e+07
-61.2754687031846,-89.7346720515249,46.45797090675342,2.267974e+07
1.6342216294650598,-204.54988294268,-4.418995070139903,1.8277178e+07
62.74076945007789,80.17036736276481,44.34029895930226,6.194094e+07
-72.75771447859017,161.42846602576464,2.9862762422492635,9.09479e+07
15.839470562815166,-102.78101729650565,9.106195904755621,810916.5
-165.91890914020533,-10.41861520594702,3.4179477471085384,3.2664718e+07
-132.61885208500632,2.3015532065833497,-2.8418894217862505,6.928534e+06
153.18567387110653,-76.16627816617373,35.7114074206563,6.3998596e+07
127.04636448617703,-101.68716792842908,26.80637028615258,3.0947985e+06
78.70542583012417,-71.26111241326225,10.303587410374384,5.685042e+07
-133.72676251267384,101.66950228339846,8.47319073229909,1.7525398e+07
-5.889654294470176,-114.94006207709143,-3.7425163213175336,5.8141335e+06
-108.12942063323942,49.47909915241303,45.23381880138386,4.803195e+07
-55.50543113995403,-90.09213454094568,7.327446191321288,3.8597184e+07
-139.8015319165748,-12.813913391269836,46.932768053501086,3.7127308e+07
57.29202762600255,-175.22808219386243,5.533598412888972,1.5263075e+06
0.265615889033171,-117.39400432913396,43.295941945670066,1.0556119e+06
-81.2436095023179,-68.69085478130484,10.431290915546134,7.4717336e+07
159.09079119395517,-94.03304715754007,22.18013467467478,1.0638148e+07
-87.62846032134162,-155.11841955714,24.56370891144513,1.0660389e+07
186.71768039230454,-22.15850125342658,4.153505268046528,2.5693566e+07
-96.05691266680681,23.62937695548908,24.552201333931375,2.718469e+07
-82.95648274704348,42.53873064347732,27.249498844319106,3.178981e+07
-155.8825011444914,86.10843616605518,12.485308257449724,1.1743308e+07
-102.98045678544108,135.77741784909267,-4.007283083800386,4.5298812e+07
-93.02958485958852,100.38967066440591,24.297978704987234,2.4708478e+07
146.0218858592077,115.25718953385217,46.823661665147476,4.6875384e+07
94.3902708966603,-110.1248653330146,27.867065933967403,5.1826172e+07
168.21537862179724,-2.4110998975718587,-0.5593305940449049,2.3743678e+06
158.41597472777505,102.30456748537887,4.333399486748371,3.6637204e+07
15.76995779761026,188.86377753614926,9.921176241694518,6.8342715e+06
-52.03894491244651,175.67646119204824,46.90414239002383,1.8192134e+07
144.10667741764274,20.886199728047075,-2.2497335287825115,2.2699546e+07
28.801119414816327,-96.24742085231605,-0.5437338435764163,1.9095316e+06
134.58782955980774,25.64841866017909,42.69364997738615,1.739493e+07
-145.34367394377102,9.637955963741405,44.59671959667576,4.7182052e+07
-91.27657762504244,-149.08210332111645,-3.360554103580165,8.3008305e+06
72.322133151186,81.90140490878878,18.304204647582424,2.190406e+07
177.68999596227445,-59.481431327966305,18.495104226953796,5.784311e+06
134.28858219719348,-128.22218571148335,2.3052275114747953,6.9765096e+07
109.74911287882145,-37.473694175578345,10.668321329632155,1.3769791e+07
20.436050239103366,-116.63123636308435,43.665302920336934,2.7862098e+07
14.734450411306511,194.65058321183938,-2.346049843836728,1.4934387e+07
33.72811237903795,148.33928838387635,0.7251544553826736,112391.99
47.03967283851938,-167.9018976397046,47.349865028777,77227.25
-130.4126388484138,72.66128993436661,38.89254935784033,4.3089625e+06
-101.86575855739537,-62.46806152962117,8.935230715627467,9.21246e+06
-151.19489547114975,-78.97554912531547,4.86502706214679,2.526249e+06
28.079027161262218,-133.33927651660355,11.13378388085626,1.1576611e+06
61.737134726270426,34.51579179985063,-3.362631150861512,3.0528e+07
-132.20718824934403,25.578489346121216,1.795863318527772,5.26369e+07
-130.55008182472955,-53.49495337833321,16.386499134900674,4.1109856e+07
-33.746302740150696,-23.590004391912487,17.120970054737032,8.5002344e+07
89.13539619481963,-117.44836627770118,26.922389621890886,4.7863436e+07
-195.51960152614078,-28.294009239828682,31.97310063726661,955336.5
-41.87130910769412,-103.87993340557156,45.1633278065643,8.533694e+07
172.74704575190987,-54.63062685153619,18.37350062707592,2.0551814e+07
143.81775354304608,-100.67836380562488,45.777836068144296,4.0253852e+06
150.90269553509063,26.521554308199967,44.16787217155966,4.6972765e+06
47.70314619123809,74.76087585968264,37.65491390866221,1.0943831e+08
-170.4359461231603,99.50594951742869,8.416097948335084,1.6301131e+06
122.21172522008845,40.79339805042511,45.343018954783176,1.3761047e+07
37.961380604382384,169.21591809874843,-3.3184658834294343,261306.61
-128.50873104091733,9.91144723971442,-3.124628103059555,1.5595165e+07
143.13213473812482,-126.85399784488406,31.960516499546607,4.7869012e+07
89.19854644596819,-0.13220796594683293,32.33514272378835,3.4869612e+07
-182.10261159016858,17.183358674473595,-0.255700293504308,2.6610212e+07
70.49916677749496,-69.36694621252397,27.402905840798972,1.0725208e+07
182.3603517871515,31.187335376795033,23.33197113169871,6.0576115e+06
-11.328410436601843,-188.3825597459715,16.771767013679593,211364.39
38.92142151488653,-107.17106983066785,12.791670797683974,1.6214412e+07
-111.95209685928484,-62.56999040994543,44.16059194027724,8.575648e+07
107.02035153065952,134.63094946170793,-1.0864926373408714,2.070782e+07
-182.33002456179443,13.698014421966604,44.95069447679203,8.785275e+06
-107.24273537423277,-134.95279489095134,12.65356779814595,2.8492302e+07
121.81258000962873,93.04655090638403,21.317301682047024,6.7890184e+07
141.72521164830846,-99.45740737171253,45.22972004605235,5.5955785e+06
172.849606497999,17.33544510709413,-2.068703313872963,2.7555082e+07
-142.1518014158563,2.170839676555943,-3.8747198839266823,9.074434e+06
95.04268031816702,43.68745994162617,-0.6721194640196293,7.7887245e+06
-84.35537945400552,-151.201244205016,3.3302859408040053,7.702776e+06
22.903179730685252,-178.3904770384641,32.540317864812046,3.2755165e+06
-193.1903124678483,10.730738057639854,-3.1033227344123544,1.3868461e+07
-69.65720111679519,-181.47246308156684,46.445589500688655,6.1945035e+06
-13.289637234182464,195.9645612171629,31.67296882205156,1.1758406e+08
-120.10776964889399,5.2593092177544065,-0.9847928322909629,1.8002226e+07
-177.66357384623785,-30.12603461443453,18.454957298562995,700020.56
74.13390476674653,-45.441395547663575,30.184320057465285,1.4293667e+08
-104.98704006483618,-20.070903679858105,21.103945424661855,2.4212198e+07
