x,y,z,pressure
-32.415126561790146,139.29278878467426,22.226082772762872,0.0
125.6341000636026,121.24878720220153,34.85500999216855,0.0
-106.78949360065069,-47.673795449771234,26.155963152184206,0.0
-155.6813197674173,62.43109396008094,13.058329636976776,0.0
-121.2057698263684,-126.40998105578056,13.847733082710029,0.0
79.7493073464293,-135.98557918020956,23.621855708081316,0.0
57.16120970748858,118.93232966242142,15.4319708364506,0.0
132.60096776579928,-7.673175677127291,12.855926263446268,0.0
-169.46255383874797,-53.75816623217733,3.0032424784379472,0.0
38.98510853533122,-83.1732116206672,-4.845255388550328,0.0
176.41035915454586,4.288674980069203,29.895596242116294,0.0
57.3105221220481,-113.51757520182399,3.923528477771572,0.0
156.70790043217823,-59.206959387093406,25.16546626342413,0.0
170.22422754173994,-32.68256725820257,29.203326532718762,0.0
-71.65832909820546,148.33863129695675,21.439402584832063,0.0
21.040124357853557,162.86906550612787,-2.3800723301085385,0.0
29.919704153915205,-108.61734406070389,29.0747931180938,0.0
128.36822452102138,56.30161687625065,6.426874311421272,0.0
115.13366399789322,23.765088843390714,30.598614904018564,0.0
-92.36995439542693,38.39206931387747,3.625499776699723,0.0
-142.20659853809687,30.95877226487903,15.386048439846022,0.0
-1.599171615058026,-151.59858163607413,-0.6025470184686113,0.0
-92.6493904498419,-93.59158946412633,11.881337587846161,0.0
1.0128095337498735,-141.17111179062536,41.66708897315238,0.0
43.070044687009045,-144.23654027154652,-1.9015592112014488,0.0
96.95541465761266,132.0659616189929,25.265970052902464,0.0
-107.14981496326823,147.05573871754098,16.14997655130277,0.0
88.78730913695625,-116.33230027589146,43.51572194493402,0.0
-114.60673241835977,-73.75129446044038,33.96983492455301,0.0
-157.10050022178507,51.43907117296417,7.909395748670392,0.0
7.545670142944174,141.9627959929535,3.3875542309069306,0.0
161.09162344791883,12.260632966648188,15.80077033588562,0.0
155.57524849495724,-49.058888504745255,10.937850956458242,0.0
34.23747467719315,139.6095889939267,0.7198345367218075,0.0
-111.85628223678066,-72.32851833714768,44.06415719623989,0.0
-33.960516236898826,163.77414407962294,3.6452713478946035,0.0
122.55560329532074,-26.152927511234253,11.157829970865642,0.0
-153.4845407294101,-89.4681330064163,31.66981334358514,0.0
88.26665053531377,-56.809746195190144,3.665434776245277,0.0
-145.00319943017055,82.92883591176229,6.190220601571808,0.0
-85.89669622534113,-68.3343145014625,21.8268987538721,0.0
141.4468463304707,-39.662487138561346,34.998482128663085,0.0
-51.93880794793193,-81.48179088632487,-2.9629235519919965,0.0
137.10709510277348,-129.61168761204482,-4.871631908149713,0.0
-157.33170500477098,-17.49054969445848,14.72314388046513,0.0
137.38529428835756,118.20265390949555,45.481289876333825,0.0
116.90545368011777,85.17195797777504,20.784177099778418,0.0
-108.76840717205546,124.32754225669487,5.9233995307062814,0.0
-95.1609082121848,85.27645530373792,8.175364493213491,0.0
-52.39739480575864,143.8209046805964,19.739874424420734,0.0
-56.08280945270084,149.5309453510596,33.03959599819608,0.0
-83.09687045041021,95.29469993341826,31.67488854960689,0.0
78.56244666379496,-95.87701934288187,47.208082329676415,0.0
86.17111961372956,-119.09157135137337,46.25424439334252,0.0
-63.945305093767246,173.2038965747044,9.944807528672282,0.0
121.23170005097188,75.0285350446868,18.4122080041849,0.0
-125.31271756182218,60.77823408209867,27.20645950163423,0.0
117.20869506845919,-32.72044399926091,37.81229660279354,0.0
-46.16051492421067,145.97321607067022,-2.38694826596619,0.0
-169.44108604506263,-62.90307061558815,32.41719186075149,0.0
-130.85440660046726,-125.71632140875323,11.658689659962402,0.0
-160.99022447351254,-95.78367323810353,45.52678163466955,0.0
99.29322148832347,-71.91663079818485,36.0131211846268,0.0
24.073586047883964,114.64245266716972,46.968924545131294,0.0
91.26225217767904,-45.516918030049254,20.679648602433467,0.0
-20.160609178983265,161.29041777917968,26.715612001904645,0.0
70.93468301175665,81.36123989544046,23.30658908962706,0.0
79.18915920868744,-96.56349027874586,32.83159587579855,0.0
-95.58756041400316,87.79648825345066,1.263466028959927,0.0
83.86304135310667,42.33094097301611,-0.02687658603695797,0.0
-115.55255593395927,127.93326034327073,24.498435531716616,0.0
-136.31085575883102,98.66353402996941,7.1624507572440566,0.0
-119.42888211549828,119.21603990740846,33.43964537238722,0.0
10.797624424189848,114.21881959952287,-4.108562256648076,0.0
145.52955353923858,-86.1155193390414,3.2350933829877015,0.0
-85.67706823472916,125.92006144991672,13.359680525127928,0.0
-138.73976644192467,-72.12027051539289,37.454331711696895,0.0
73.538273432327,160.6733592967767,1.7327077962068669,0.0
114.7863512145385,112.7590732296236,9.804204282978446,0.0
-66.4819077260828,-75.39651939216903,27.71959697952782,0.0
-45.04764616154162,-115.08372356400538,41.15773817244698,0.0
119.56496529621158,60.08000548436172,18.691906621556956,0.0
53.313618803769856,-87.39867067616439,13.860792130375922,0.0
66.95596072312048,95.59034639548821,40.15688958173476,0.0
-121.06050570680135,-46.21623057633627,-4.147910591517719,0.0
-100.81481106626575,-7.015773109930734,7.609121119754031,0.0
152.6288239982867,-26.00881927272073,22.030565482849383,0.0
30.68529911374344,-143.42124417037638,-1.6629303021456778,0.0
-158.47350792258487,-60.66107477214757,40.83216674170712,0.0
73.02524327795498,157.81013789209675,17.93153418454251,0.0
-152.36740403601607,36.94901919700109,16.14812751629995,0.0
-32.52451360498233,-104.37080129638882,21.60166663640948,0.0
-162.22778978937438,-58.282539558494214,38.363666993954595,0.0
52.35245311864841,164.8793156020061,26.31839397610117,0.0
97.44931925309646,126.55079353126548,29.037206267100707,0.0
-158.64379550666604,22.62148814331502,22.70659235429534,0.0
-111.47544185503615,111.20807834067779,16.975370175973662,0.0
-42.172662338345816,-169.98349592887297,13.539572656961933,0.0
